transfers	n_species	community_id	strep_conc	replicate	OD
3	3	T22	0	1	0.264
5	3	T22	0	1	0.233
7	3	T22	0	1	0.285
8	3	T22	0	1	0.283
1	3	T22	0	2	0.654
3	3	T22	0	2	0.259
5	3	T22	0	2	0.236
7	3	T22	0	2	0.292
8	3	T22	0	2	0.305
1	3	T23	0	1	0.63
3	3	T23	0	1	0.294
5	3	T23	0	1	0.328
7	3	T23	0	1	0.35
8	3	T23	0	1	0.329
1	3	T23	0	2	0.643
3	3	T23	0	2	0.311
5	3	T23	0	2	0.335
7	3	T23	0	2	0.354
8	3	T23	0	2	0.337
1	3	T24	0	1	0.618
3	3	T24	0	1	0.299
5	3	T24	0	1	0.331
7	3	T24	0	1	0.348
8	3	T24	0	1	0.324
1	3	T24	0	2	0.591
3	3	T24	0	2	0.298
5	3	T24	0	2	0.332
7	3	T24	0	2	0.34
8	3	T24	0	2	0.331
1	3	T25	0	1	0.778
3	3	T25	0	1	0.286
5	3	T25	0	1	0.297
7	3	T25	0	1	0.297
8	3	T25	0	1	0.271
1	3	T25	0	2	0.769
3	3	T25	0	2	0.28
5	3	T25	0	2	0.294
7	3	T25	0	2	0.291
8	3	T25	0	2	0.278
1	3	T26	0	1	0.766
3	3	T26	0	1	0.283
5	3	T26	0	1	0.292
7	3	T26	0	1	0.313
8	3	T26	0	1	0.273
1	3	T26	0	2	0.754
3	3	T26	0	2	0.293
5	3	T26	0	2	0.312
7	3	T26	0	2	0.313
8	3	T26	0	2	0.317
1	3	T27	0	1	0.828
3	3	T27	0	1	0.286
5	3	T27	0	1	0.304
7	3	T27	0	1	0.313
8	3	T27	0	1	0.283
1	3	T27	0	2	0.839
3	3	T27	0	2	0.266
5	3	T27	0	2	0.283
7	3	T27	0	2	0.297
8	3	T27	0	2	0.275
1	3	T28	0	1	0.747
3	3	T28	0	1	0.272
5	3	T28	0	1	0.272
7	3	T28	0	1	0.256
8	3	T28	0	1	0.249
1	3	T28	0	2	0.63
3	3	T28	0	2	0.289
5	3	T28	0	2	0.301
7	3	T28	0	2	0.3
8	3	T28	0	2	0.3
1	3	T29	0	1	0.805
3	3	T29	0	1	0.284
5	3	T29	0	1	0.307
7	3	T29	0	1	0.305
8	3	T29	0	1	0.317
1	3	T29	0	2	0.862
3	3	T29	0	2	0.275
5	3	T29	0	2	0.305
7	3	T29	0	2	0.326
8	3	T29	0	2	0.311
1	3	T30	0	1	0.772
3	3	T30	0	1	0.297
5	3	T30	0	1	0.305
7	3	T30	0	1	0.304
8	3	T30	0	1	0.304
1	3	T30	0	2	0.946
3	3	T30	0	2	0.277
5	3	T30	0	2	0.304
7	3	T30	0	2	0.312
8	3	T30	0	2	0.309
1	3	T31	0	1	0.736
3	3	T31	0	1	0.29
5	3	T31	0	1	0.313
7	3	T31	0	1	0.316
8	3	T31	0	1	0.269
1	3	T31	0	2	0.681
3	3	T31	0	2	0.312
5	3	T31	0	2	0.336
7	3	T31	0	2	0.346
8	3	T31	0	2	0.345
1	3	T32	0	1	0.632
3	3	T32	0	1	0.282
5	3	T32	0	1	0.328
7	3	T32	0	1	0.33
8	3	T32	0	1	0.311
1	3	T32	0	2	0.607
3	3	T32	0	2	0.305
5	3	T32	0	2	0.327
7	3	T32	0	2	0.351
8	3	T32	0	2	0.322
1	3	T33	0	1	0.76
3	3	T33	0	1	0.3
5	3	T33	0	1	0.319
7	3	T33	0	1	0.32
8	3	T33	0	1	0.294
1	3	T33	0	2	0.773
3	3	T33	0	2	0.3
5	3	T33	0	2	0.314
7	3	T33	0	2	0.321
8	3	T33	0	2	0.31
1	3	T34	0	1	0.505
3	3	T34	0	1	0.251
5	3	T34	0	1	0.242
7	3	T34	0	1	0.277
8	3	T34	0	1	0.32
1	3	T34	0	2	0.661
3	3	T34	0	2	0.264
5	3	T34	0	2	0.303
7	3	T34	0	2	0.318
8	3	T34	0	2	0.311
1	3	T35	0	1	0.616
3	3	T35	0	1	0.271
5	3	T35	0	1	0.298
7	3	T35	0	1	0.316
8	3	T35	0	1	0.3
1	3	T35	0	2	0.663
3	3	T35	0	2	0.285
5	3	T35	0	2	0.313
7	3	T35	0	2	0.32
8	3	T35	0	2	0.313
1	3	T36	0	1	1.54
3	3	T36	0	1	0.294
5	3	T36	0	1	0.318
7	3	T36	0	1	0.314
8	3	T36	0	1	0.291
1	3	T36	0	2	1.226
3	3	T36	0	2	0.263
5	3	T36	0	2	0.3
7	3	T36	0	2	0.317
8	3	T36	0	2	0.309
1	3	T37	0	1	0.82
3	3	T37	0	1	0.274
5	3	T37	0	1	0.292
7	3	T37	0	1	0.298
8	3	T37	0	1	0.268
1	3	T37	0	2	0.815
3	3	T37	0	2	0.274
5	3	T37	0	2	0.291
7	3	T37	0	2	0.294
8	3	T37	0	2	0.28
1	3	T38	0	1	0.812
3	3	T38	0	1	0.284
5	3	T38	0	1	0.291
7	3	T38	0	1	0.312
8	3	T38	0	1	0.274
1	3	T38	0	2	0.79
3	3	T38	0	2	0.281
5	3	T38	0	2	0.294
7	3	T38	0	2	0.307
8	3	T38	0	2	0.297
1	3	T39	0	1	0.707
3	3	T39	0	1	0.279
5	3	T39	0	1	0.297
7	3	T39	0	1	0.305
8	3	T39	0	1	0.278
1	3	T39	0	2	0.773
3	3	T39	0	2	0.275
5	3	T39	0	2	0.29
7	3	T39	0	2	0.304
8	3	T39	0	2	0.306
1	3	T40	0	1	0.719
3	3	T40	0	1	0.277
5	3	T40	0	1	0.29
7	3	T40	0	1	0.296
8	3	T40	0	1	0.285
1	3	T40	0	2	0.763
3	3	T40	0	2	0.267
5	3	T40	0	2	0.279
7	3	T40	0	2	0.281
8	3	T40	0	2	0.263
1	3	T41	0	1	0.803
3	3	T41	0	1	0.287
5	3	T41	0	1	0.291
7	3	T41	0	1	0.294
8	3	T41	0	1	0.276
1	3	T41	0	2	0.818
3	3	T41	0	2	0.252
5	3	T41	0	2	0.241
7	3	T41	0	2	0.26
8	3	T41	0	2	0.257
1	3	T42	0	1	0.798
3	3	T42	0	1	0.288
5	3	T42	0	1	0.289
7	3	T42	0	1	0.298
8	3	T42	0	1	0.278
1	3	T42	0	2	0.966
3	3	T42	0	2	0.283
5	3	T42	0	2	0.297
7	3	T42	0	2	0.311
8	3	T42	0	2	0.285
1	3	T43	0	1	0.719
3	3	T43	0	1	0.271
5	3	T43	0	1	0.292
7	3	T43	0	1	0.307
8	3	T43	0	1	0.32
1	3	T43	0	2	0.696
3	3	T43	0	2	0.257
5	3	T43	0	2	0.273
7	3	T43	0	2	0.303
8	3	T43	0	2	0.305
1	3	T44	0	1	0.583
3	3	T44	0	1	0.257
5	3	T44	0	1	0.306
7	3	T44	0	1	0.321
8	3	T44	0	1	0.306
1	3	T44	0	2	0.642
3	3	T44	0	2	0.272
5	3	T44	0	2	0.31
7	3	T44	0	2	0.32
8	3	T44	0	2	0.314
1	3	T45	0	1	0.971
3	3	T45	0	1	0.284
5	3	T45	0	1	0.314
7	3	T45	0	1	0.323
8	3	T45	0	1	0.301
1	3	T45	0	2	0.6
3	3	T45	0	2	0.309
5	3	T45	0	2	0.334
7	3	T45	0	2	0.361
8	3	T45	0	2	0.345
1	3	T46	0	1	0.622
3	3	T46	0	1	0.22
5	3	T46	0	1	0.266
7	3	T46	0	1	0.285
8	3	T46	0	1	0.325
1	3	T46	0	2	0.566
3	3	T46	0	2	0.233
5	3	T46	0	2	0.256
7	3	T46	0	2	0.319
8	3	T46	0	2	0.319
1	3	T47	0	1	0.626
3	3	T47	0	1	0.243
5	3	T47	0	1	0.293
7	3	T47	0	1	0.323
8	3	T47	0	1	0.292
1	3	T47	0	2	0.646
3	3	T47	0	2	0.268
5	3	T47	0	2	0.303
7	3	T47	0	2	0.308
8	3	T47	0	2	0.32
1	3	T48	0	1	0.917
3	3	T48	0	1	0.219
5	3	T48	0	1	0.26
7	3	T48	0	1	0.286
8	3	T48	0	1	0.279
1	3	T48	0	2	0.788
3	3	T48	0	2	0.275
5	3	T48	0	2	0.274
7	3	T48	0	2	0.273
8	3	T48	0	2	0.299
1	3	T49	0	1	0.736
3	3	T49	0	1	0.323
5	3	T49	0	1	0.354
7	3	T49	0	1	0.345
8	3	T49	0	1	0.337
1	3	T49	0	2	0.909
3	3	T49	0	2	0.3
5	3	T49	0	2	0.342
7	3	T49	0	2	0.352
8	3	T49	0	2	0.334
1	3	T50	0	1	0.557
3	3	T50	0	1	0.32
5	3	T50	0	1	0.327
7	3	T50	0	1	0.325
8	3	T50	0	1	0.321
1	3	T50	0	2	0.731
3	3	T50	0	2	0.3
5	3	T50	0	2	0.338
7	3	T50	0	2	0.33
8	3	T50	0	2	0.317
1	3	T51	0	1	0.767
3	3	T51	0	1	0.323
5	3	T51	0	1	0.33
7	3	T51	0	1	0.35
8	3	T51	0	1	0.331
1	3	T51	0	2	0.596
3	3	T51	0	2	0.33
5	3	T51	0	2	0.337
7	3	T51	0	2	0.322
8	3	T51	0	2	0.342
1	3	T52	0	1	0.954
3	3	T52	0	1	0.321
5	3	T52	0	1	0.349
7	3	T52	0	1	0.346
8	3	T52	0	1	0.339
1	3	T52	0	2	0.858
3	3	T52	0	2	0.308
5	3	T52	0	2	0.342
7	3	T52	0	2	0.343
8	3	T52	0	2	0.346
1	3	T53	0	1	0.798
3	3	T53	0	1	0.331
5	3	T53	0	1	0.335
7	3	T53	0	1	0.338
8	3	T53	0	1	0.338
1	3	T53	0	2	0.864
3	3	T53	0	2	0.311
5	3	T53	0	2	0.343
7	3	T53	0	2	0.345
8	3	T53	0	2	0.342
1	3	T54	0	1	0.818
3	3	T54	0	1	0.314
5	3	T54	0	1	0.343
7	3	T54	0	1	0.342
8	3	T54	0	1	0.34
1	3	T54	0	2	0.821
3	3	T54	0	2	0.334
5	3	T54	0	2	0.339
7	3	T54	0	2	0.354
8	3	T54	0	2	0.348
1	3	T55	0	1	0.714
3	3	T55	0	1	0.316
5	3	T55	0	1	0.349
7	3	T55	0	1	0.348
8	3	T55	0	1	0.339
1	3	T55	0	2	0.785
3	3	T55	0	2	0.317
5	3	T55	0	2	0.339
7	3	T55	0	2	0.348
8	3	T55	0	2	0.344
1	3	T56	0	1	0.732
3	3	T56	0	1	0.314
5	3	T56	0	1	0.329
7	3	T56	0	1	0.345
8	3	T56	0	1	0.328
1	3	T56	0	2	0.834
3	3	T56	0	2	0.355
5	3	T56	0	2	0.331
7	3	T56	0	2	0.342
8	3	T56	0	2	0.321
1	3	T57	0	1	0.856
3	3	T57	0	1	0.309
5	3	T57	0	1	0.335
7	3	T57	0	1	0.34
8	3	T57	0	1	0.338
1	3	T57	0	2	0.875
3	3	T57	0	2	0.32
5	3	T57	0	2	0.331
7	3	T57	0	2	0.36
8	3	T57	0	2	0.338
1	3	T58	0	1	0.645
3	3	T58	0	1	0.314
5	3	T58	0	1	0.337
7	3	T58	0	1	0.337
8	3	T58	0	1	0.327
1	3	T58	0	2	0.784
3	3	T58	0	2	0.289
5	3	T58	0	2	0.342
7	3	T58	0	2	0.337
8	3	T58	0	2	0.331
1	3	T59	0	1	0.767
3	3	T59	0	1	0.309
5	3	T59	0	1	0.339
7	3	T59	0	1	0.347
8	3	T59	0	1	0.319
1	3	T59	0	2	0.743
3	3	T59	0	2	0.307
5	3	T59	0	2	0.331
7	3	T59	0	2	0.34
8	3	T59	0	2	0.322
1	3	T60	0	1	0.805
3	3	T60	0	1	0.322
5	3	T60	0	1	0.344
7	3	T60	0	1	0.352
8	3	T60	0	1	0.327
1	3	T60	0	2	0.79
3	3	T60	0	2	0.321
5	3	T60	0	2	0.338
7	3	T60	0	2	0.344
8	3	T60	0	2	0.309
1	3	T61	0	1	0.607
3	3	T61	0	1	0.295
5	3	T61	0	1	0.307
7	3	T61	0	1	0.287
8	3	T61	0	1	0.29
1	3	T61	0	2	0.77
3	3	T61	0	2	0.29
5	3	T61	0	2	0.304
7	3	T61	0	2	0.287
8	3	T61	0	2	0.281
1	3	T62	0	1	0.448
3	3	T62	0	1	0.281
5	3	T62	0	1	0.322
7	3	T62	0	1	0.288
8	3	T62	0	1	0.275
1	3	T62	0	2	0.68
3	3	T62	0	2	0.285
5	3	T62	0	2	0.282
7	3	T62	0	2	0.286
8	3	T62	0	2	0.289
1	3	T63	0	1	0.678
3	3	T63	0	1	0.294
5	3	T63	0	1	0.311
7	3	T63	0	1	0.287
8	3	T63	0	1	0.283
1	3	T63	0	2	0.658
3	3	T63	0	2	0.299
5	3	T63	0	2	0.296
7	3	T63	0	2	0.28
8	3	T63	0	2	0.294
1	3	T64	0	1	0.493
3	3	T64	0	1	0.272
5	3	T64	0	1	0.291
7	3	T64	0	1	0.297
8	3	T64	0	1	0.288
1	3	T64	0	2	0.526
3	3	T64	0	2	0.247
5	3	T64	0	2	0.281
7	3	T64	0	2	0.285
8	3	T64	0	2	0.281
1	3	T65	0	1	0.738
3	3	T65	0	1	0.282
5	3	T65	0	1	0.301
7	3	T65	0	1	0.297
8	3	T65	0	1	0.3
1	3	T65	0	2	0.82
3	3	T65	0	2	0.283
5	3	T65	0	2	0.294
7	3	T65	0	2	0.307
8	3	T65	0	2	0.303
1	3	T66	0	1	0.699
3	3	T66	0	1	0.304
5	3	T66	0	1	0.308
7	3	T66	0	1	0.308
8	3	T66	0	1	0.294
1	3	T66	0	2	0.803
3	3	T66	0	2	0.298
5	3	T66	0	2	0.308
7	3	T66	0	2	0.314
8	3	T66	0	2	0.309
1	3	T67	0	1	0.689
3	3	T67	0	1	0.283
5	3	T67	0	1	0.286
7	3	T67	0	1	0.293
8	3	T67	0	1	0.279
1	3	T67	0	2	0.851
3	3	T67	0	2	0.275
5	3	T67	0	2	0.289
7	3	T67	0	2	0.3
8	3	T67	0	2	0.294
1	3	T68	0	1	0.624
3	3	T68	0	1	0.277
5	3	T68	0	1	0.285
7	3	T68	0	1	0.299
8	3	T68	0	1	0.291
1	3	T68	0	2	0.716
3	3	T68	0	2	0.283
5	3	T68	0	2	0.286
7	3	T68	0	2	0.308
8	3	T68	0	2	0.285
1	3	T69	0	1	0.806
3	3	T69	0	1	0.281
5	3	T69	0	1	0.297
7	3	T69	0	1	0.31
8	3	T69	0	1	0.297
1	3	T69	0	2	0.975
3	3	T69	0	2	0.293
5	3	T69	0	2	0.301
7	3	T69	0	2	0.315
8	3	T69	0	2	0.29
1	3	T70	0	1	0.567
3	3	T70	0	1	0.282
5	3	T70	0	1	0.306
7	3	T70	0	1	0.298
8	3	T70	0	1	0.302
1	3	T70	0	2	0.521
3	3	T70	0	2	0.289
5	3	T70	0	2	0.301
7	3	T70	0	2	0.312
8	3	T70	0	2	0.299
1	3	T71	0	1	0.599
3	3	T71	0	1	0.292
5	3	T71	0	1	0.295
7	3	T71	0	1	0.304
8	3	T71	0	1	0.291
1	3	T71	0	2	0.594
3	3	T71	0	2	0.275
5	3	T71	0	2	0.301
7	3	T71	0	2	0.346
8	3	T71	0	2	0.304
1	3	T72	0	1	0.786
3	3	T72	0	1	0.283
5	3	T72	0	1	0.296
7	3	T72	0	1	0.312
8	3	T72	0	1	0.297
1	3	T72	0	2	0.811
3	3	T72	0	2	0.291
5	3	T72	0	2	0.307
7	3	T72	0	2	0.317
8	3	T72	0	2	0.297
1	3	T73	0	1	0.805
3	3	T73	0	1	0.335
5	3	T73	0	1	0.362
7	3	T73	0	1	0.361
8	3	T73	0	1	0.34
1	3	T73	0	2	0.755
3	3	T73	0	2	0.33
5	3	T73	0	2	0.349
7	3	T73	0	2	0.351
8	3	T73	0	2	0.341
1	3	T74	0	1	0.879
3	3	T74	0	1	0.327
5	3	T74	0	1	0.349
7	3	T74	0	1	0.347
8	3	T74	0	1	0.335
1	3	T74	0	2	0.756
3	3	T74	0	2	0.326
5	3	T74	0	2	0.348
7	3	T74	0	2	0.339
8	3	T74	0	2	0.366
1	3	T75	0	1	0.823
3	3	T75	0	1	0.321
5	3	T75	0	1	0.357
7	3	T75	0	1	0.35
8	3	T75	0	1	0.316
1	3	T75	0	2	0.806
3	3	T75	0	2	0.331
5	3	T75	0	2	0.352
7	3	T75	0	2	0.348
8	3	T75	0	2	0.355
1	3	T76	0	1	0.591
3	3	T76	0	1	0.313
5	3	T76	0	1	0.361
7	3	T76	0	1	0.353
8	3	T76	0	1	0.345
1	3	T76	0	2	0.603
3	3	T76	0	2	0.307
5	3	T76	0	2	0.33
7	3	T76	0	2	0.35
8	3	T76	0	2	0.341
1	3	T77	0	1	0.734
3	3	T77	0	1	0.304
5	3	T77	0	1	0.365
7	3	T77	0	1	0.349
8	3	T77	0	1	0.35
1	3	T77	0	2	0.964
3	3	T77	0	2	0.309
5	3	T77	0	2	0.341
7	3	T77	0	2	0.355
8	3	T77	0	2	0.343
1	3	T78	0	1	0.929
3	3	T78	0	1	0.315
5	3	T78	0	1	0.357
7	3	T78	0	1	0.344
8	3	T78	0	1	0.362
1	3	T78	0	2	0.965
3	3	T78	0	2	0.324
5	3	T78	0	2	0.344
7	3	T78	0	2	0.339
8	3	T78	0	2	0.323
1	3	T79	0	1	0.687
3	3	T79	0	1	0.298
5	3	T79	0	1	0.347
7	3	T79	0	1	0.349
8	3	T79	0	1	0.338
1	3	T79	0	2	0.557
3	3	T79	0	2	0.31
5	3	T79	0	2	0.343
7	3	T79	0	2	0.338
8	3	T79	0	2	0.336
1	3	T80	0	1	0.732
3	3	T80	0	1	0.32
5	3	T80	0	1	0.346
7	3	T80	0	1	0.355
8	3	T80	0	1	0.341
1	3	T80	0	2	0.682
3	3	T80	0	2	0.327
5	3	T80	0	2	0.343
7	3	T80	0	2	0.356
8	3	T80	0	2	0.333
1	3	T81	0	1	0.631
3	3	T81	0	1	0.331
5	3	T81	0	1	0.348
7	3	T81	0	1	0.357
8	3	T81	0	1	0.348
1	3	T81	0	2	0.803
3	3	T81	0	2	0.326
5	3	T81	0	2	0.353
7	3	T81	0	2	0.346
8	3	T81	0	2	0.329
1	3	T82	0	1	0.611
3	3	T82	0	1	0.317
5	3	T82	0	1	0.353
7	3	T82	0	1	0.347
8	3	T82	0	1	0.345
1	3	T82	0	2	0.62
3	3	T82	0	2	0.308
5	3	T82	0	2	0.331
7	3	T82	0	2	0.349
8	3	T82	0	2	0.329
1	3	T83	0	1	0.675
3	3	T83	0	1	0.311
5	3	T83	0	1	0.347
7	3	T83	0	1	0.354
8	3	T83	0	1	0.352
1	3	T83	0	2	0.803
3	3	T83	0	2	0.309
5	3	T83	0	2	0.331
7	3	T83	0	2	0.352
8	3	T83	0	2	0.332
1	3	T84	0	1	0.853
3	3	T84	0	1	0.323
5	3	T84	0	1	0.35
7	3	T84	0	1	0.351
8	3	T84	0	1	0.351
1	3	T84	0	2	0.735
3	3	T84	0	2	0.309
5	3	T84	0	2	0.334
7	3	T84	0	2	0.353
8	3	T84	0	2	0.334
1	3	T85	0	1	0.942
3	3	T85	0	1	0.291
5	3	T85	0	1	0.332
7	3	T85	0	1	0.323
8	3	T85	0	1	0.314
1	3	T85	0	2	0.555
3	3	T85	0	2	0.305
5	3	T85	0	2	0.338
7	3	T85	0	2	0.35
8	3	T85	0	2	0.341
1	3	T86	0	1	0.87
3	3	T86	0	1	0.317
5	3	T86	0	1	0.344
7	3	T86	0	1	0.349
8	3	T86	0	1	0.323
1	3	T86	0	2	0.75
3	3	T86	0	2	0.317
5	3	T86	0	2	0.341
7	3	T86	0	2	0.339
8	3	T86	0	2	0.363
1	3	T87	0	1	0.625
3	3	T87	0	1	0.313
5	3	T87	0	1	0.349
7	3	T87	0	1	0.347
8	3	T87	0	1	0.311
1	3	T87	0	2	0.793
3	3	T87	0	2	0.273
5	3	T87	0	2	0.285
7	3	T87	0	2	0.295
8	3	T87	0	2	0.303
1	3	T88	0	1	0.594
3	3	T88	0	1	0.28
5	3	T88	0	1	0.345
7	3	T88	0	1	0.345
8	3	T88	0	1	0.366
1	3	T88	0	2	0.63
3	3	T88	0	2	0.293
5	3	T88	0	2	0.324
7	3	T88	0	2	0.348
8	3	T88	0	2	0.338
1	3	T89	0	1	0.736
3	3	T89	0	1	0.298
5	3	T89	0	1	0.349
7	3	T89	0	1	0.355
8	3	T89	0	1	0.363
1	3	T89	0	2	0.805
3	3	T89	0	2	0.287
5	3	T89	0	2	0.335
7	3	T89	0	2	0.356
8	3	T89	0	2	0.341
1	3	T90	0	1	0.815
3	3	T90	0	1	0.316
5	3	T90	0	1	0.344
7	3	T90	0	1	0.35
8	3	T90	0	1	0.368
1	3	T90	0	2	0.805
3	3	T90	0	2	0.284
5	3	T90	0	2	0.327
7	3	T90	0	2	0.346
8	3	T90	0	2	0.345
1	3	T91	0	1	0.715
3	3	T91	0	1	0.28
5	3	T91	0	1	0.317
7	3	T91	0	1	0.314
8	3	T91	0	1	0.304
1	3	T91	0	2	0.634
3	3	T91	0	2	0.287
5	3	T91	0	2	0.282
7	3	T91	0	2	0.306
8	3	T91	0	2	0.309
1	3	T92	0	1	0.809
3	3	T92	0	1	0.318
5	3	T92	0	1	0.339
7	3	T92	0	1	0.339
8	3	T92	0	1	0.321
1	3	T92	0	2	0.757
3	3	T92	0	2	0.315
5	3	T92	0	2	0.329
7	3	T92	0	2	0.341
8	3	T92	0	2	0.313
1	3	T93	0	1	0.797
3	3	T93	0	1	0.313
5	3	T93	0	1	0.334
7	3	T93	0	1	0.345
8	3	T93	0	1	0.319
1	3	T93	0	2	0.763
3	3	T93	0	2	0.31
5	3	T93	0	2	0.327
7	3	T93	0	2	0.331
8	3	T93	0	2	0.343
1	3	T94	0	1	0.693
3	3	T94	0	1	0.304
5	3	T94	0	1	0.341
7	3	T94	0	1	0.344
8	3	T94	0	1	0.332
1	3	T94	0	2	0.568
3	3	T94	0	2	0.293
5	3	T94	0	2	0.318
7	3	T94	0	2	0.351
8	3	T94	0	2	0.33
1	3	T95	0	1	0.701
3	3	T95	0	1	0.275
5	3	T95	0	1	0.336
7	3	T95	0	1	0.35
8	3	T95	0	1	0.362
1	3	T95	0	2	0.94
3	3	T95	0	2	0.278
5	3	T95	0	2	0.324
7	3	T95	0	2	0.346
8	3	T95	0	2	0.336
1	3	T96	0	1	0.796
3	3	T96	0	1	0.3
5	3	T96	0	1	0.315
7	3	T96	0	1	0.345
8	3	T96	0	1	0.34
1	3	T96	0	2	0.973
3	3	T96	0	2	0.278
5	3	T96	0	2	0.292
7	3	T96	0	2	0.347
8	3	T96	0	2	0.315
