plate_name	plate_number	bioscreen_well	replicate	sp_hist	strep_conc	sp_filtrate	y0	mumax	r2
bioscreen_pairwise_filtrates_01	1	1	1	ANC_0403	NA	ANC_0403	0.08187088602522079	0.007756484959669387	0.991086610271595
bioscreen_pairwise_filtrates_01	1	10	5	ANC_1287	NA	ANC_0403	0.012563685350547839	0.2974312526244807	0.9998087620912041
bioscreen_pairwise_filtrates_01	1	100	5	ANC_1977	NA	ANC_1896	0.01696835985142564	0.1988197481072209	0.9997393164715416
bioscreen_pairwise_filtrates_01	2	101	1	ANC_0403	NA	EVO_1896	0.019842806639980757	0.1393526758059295	0.9985346566690652
bioscreen_pairwise_filtrates_01	2	102	2	ANC_0403	NA	EVO_1896	0.01900112611930384	0.14511688002186848	0.9990051286813908
bioscreen_pairwise_filtrates_01	2	103	3	ANC_0403	NA	EVO_1896	0.020163988129649174	0.13301868606949252	0.9989825734555152
bioscreen_pairwise_filtrates_01	2	104	4	ANC_0403	NA	EVO_1896	0.018556151415352603	0.13202839114839837	0.9989125861794996
bioscreen_pairwise_filtrates_01	2	105	5	ANC_0403	NA	EVO_1896	0.018176696440312303	0.13647065166872283	0.9988843078325631
bioscreen_pairwise_filtrates_01	2	106	1	ANC_1287	NA	EVO_1896	0.02748526450260139	0.19127955478598238	0.9997461420066545
bioscreen_pairwise_filtrates_01	2	107	2	ANC_1287	NA	EVO_1896	0.02690867170527448	0.19293521884826936	0.9997170903407686
bioscreen_pairwise_filtrates_01	2	108	3	ANC_1287	NA	EVO_1896	0.025689142827594217	0.19600205495147016	0.9997469527753028
bioscreen_pairwise_filtrates_01	2	109	4	ANC_1287	NA	EVO_1896	0.026162891374989207	0.19744552315661468	0.9997113168566909
bioscreen_pairwise_filtrates_01	1	11	1	ANC_1896	NA	ANC_0403	0.013144235631413169	0.19373750734579132	0.9999882621938284
bioscreen_pairwise_filtrates_01	2	110	5	ANC_1287	NA	EVO_1896	0.026102185533548507	0.19711523923116267	0.9997184862188733
bioscreen_pairwise_filtrates_01	2	111	1	ANC_1896	NA	EVO_1896	0.07918069248703893	0.014839160183064344	0.9919032368358246
bioscreen_pairwise_filtrates_01	2	112	2	ANC_1896	NA	EVO_1896	0.0790612601205675	0.013201278846082617	0.9942060414319451
bioscreen_pairwise_filtrates_01	2	113	3	ANC_1896	NA	EVO_1896	0.0790658088299508	0.013091432323465555	0.9928787554862688
bioscreen_pairwise_filtrates_01	2	114	4	ANC_1896	NA	EVO_1896	0.07878281495015464	0.013499758131460137	0.9914141527259296
bioscreen_pairwise_filtrates_01	2	115	5	ANC_1896	NA	EVO_1896	0.0797707676181152	0.012157136794143526	0.9902296007075049
bioscreen_pairwise_filtrates_01	2	116	1	ANC_1977	NA	EVO_1896	0.017024269575044815	0.19289855733114356	0.9997813617200135
bioscreen_pairwise_filtrates_01	2	117	2	ANC_1977	NA	EVO_1896	0.015828954211328582	0.19319219069301397	0.9998505023954951
bioscreen_pairwise_filtrates_01	2	118	3	ANC_1977	NA	EVO_1896	0.014869237274196472	0.19918369304878117	0.9998255666327338
bioscreen_pairwise_filtrates_01	2	119	4	ANC_1977	NA	EVO_1896	0.01590656885159752	0.19224451616887092	0.9998646088107814
bioscreen_pairwise_filtrates_01	1	12	2	ANC_1896	NA	ANC_0403	0.012625547565706588	0.1982757479785278	0.9999897027999374
bioscreen_pairwise_filtrates_01	2	120	5	ANC_1977	NA	EVO_1896	0.015270247547339261	0.1953530697778019	0.9998921110431307
bioscreen_pairwise_filtrates_01	2	121	1	ANC_0403	NA	ANC_1977	0.0787873503280305	0.011032499917628178	0.9975508734960129
bioscreen_pairwise_filtrates_01	2	122	2	ANC_0403	NA	ANC_1977	0.07663887876687889	0.013313081177447783	0.9973922132559839
bioscreen_pairwise_filtrates_01	2	123	3	ANC_0403	NA	ANC_1977	0.07763295353578455	0.011731156343853409	0.9982900791161374
bioscreen_pairwise_filtrates_01	2	124	4	ANC_0403	NA	ANC_1977	0.07723504316058692	0.011964138617901287	0.9983777852193227
bioscreen_pairwise_filtrates_01	2	125	5	ANC_0403	NA	ANC_1977	0.07589637243747584	0.012865662898022481	0.9980154143958258
bioscreen_pairwise_filtrates_01	2	126	1	ANC_1287	NA	ANC_1977	0.05860449921683378	0.03627566874743518	0.9999921638237937
bioscreen_pairwise_filtrates_01	2	127	2	ANC_1287	NA	ANC_1977	0.05928312593564663	0.03520820250678245	0.9999894710191289
bioscreen_pairwise_filtrates_01	2	128	3	ANC_1287	NA	ANC_1977	0.058633370236502474	0.03592911093436267	0.9999800031338422
bioscreen_pairwise_filtrates_01	2	129	4	ANC_1287	NA	ANC_1977	0.05945831434600307	0.03523812070603262	0.9999773070201844
bioscreen_pairwise_filtrates_01	1	13	3	ANC_1896	NA	ANC_0403	0.012677229503624043	0.19864629055928565	0.9999889819231438
bioscreen_pairwise_filtrates_01	2	130	5	ANC_1287	NA	ANC_1977	0.06343278852960206	0.03069340478823293	0.9999664083684504
bioscreen_pairwise_filtrates_01	2	131	1	ANC_1896	NA	ANC_1977	0.02413346903182614	0.12679256636632583	0.9999790098633713
bioscreen_pairwise_filtrates_01	2	132	2	ANC_1896	NA	ANC_1977	0.021954571225009663	0.1377923249154826	0.9999760217695107
bioscreen_pairwise_filtrates_01	2	133	3	ANC_1896	NA	ANC_1977	0.021801428366285798	0.13832797827791618	0.9999780457204324
bioscreen_pairwise_filtrates_01	2	134	4	ANC_1896	NA	ANC_1977	0.01955836731512343	0.14799056888416948	0.9999698394355362
bioscreen_pairwise_filtrates_01	2	135	5	ANC_1896	NA	ANC_1977	0.019921048020262656	0.14536192563014297	0.999973765219274
bioscreen_pairwise_filtrates_01	2	136	1	ANC_1977	NA	ANC_1977	0.08219122084364329	0.004596198039329061	0.9989064908263624
bioscreen_pairwise_filtrates_01	2	137	2	ANC_1977	NA	ANC_1977	0.08197510302418866	0.005561135526001863	0.9988592638905469
bioscreen_pairwise_filtrates_01	2	138	3	ANC_1977	NA	ANC_1977	0.08188468039427689	0.005176114997270195	0.9987304198162975
bioscreen_pairwise_filtrates_01	2	139	4	ANC_1977	NA	ANC_1977	0.08197744257298738	0.0055575067010081485	0.9970883726866085
bioscreen_pairwise_filtrates_01	1	14	4	ANC_1896	NA	ANC_0403	0.012302993655554028	0.20041800210396352	0.9999870720162917
bioscreen_pairwise_filtrates_01	2	140	5	ANC_1977	NA	ANC_1977	0.08326860026522093	0.0037058917140530083	0.9974982990193871
bioscreen_pairwise_filtrates_01	2	141	1	ANC_0403	NA	EVO_1977	0.07876542334287812	0.01177580879063934	0.9974328759812447
bioscreen_pairwise_filtrates_01	2	142	2	ANC_0403	NA	EVO_1977	0.07832314372915311	0.011839094925675845	0.9989949959015622
bioscreen_pairwise_filtrates_01	2	143	3	ANC_0403	NA	EVO_1977	0.07760813998094034	0.012158583304634917	0.9986288153752603
bioscreen_pairwise_filtrates_01	2	144	4	ANC_0403	NA	EVO_1977	0.0770005506880636	0.013066941511582162	0.9990415036207477
bioscreen_pairwise_filtrates_01	2	145	5	ANC_0403	NA	EVO_1977	0.07722835339423206	0.01189916345174167	0.9987075354843601
bioscreen_pairwise_filtrates_01	2	146	1	ANC_1287	NA	EVO_1977	0.05718363460524278	0.042229603202762866	0.9999847044248563
bioscreen_pairwise_filtrates_01	2	147	2	ANC_1287	NA	EVO_1977	0.05681608238866103	0.042331820401906445	0.9999856970276885
bioscreen_pairwise_filtrates_01	2	148	3	ANC_1287	NA	EVO_1977	0.056164808718952984	0.04365486007407033	0.999982418347704
bioscreen_pairwise_filtrates_01	2	149	4	ANC_1287	NA	EVO_1977	0.05722610948190345	0.04323518273868985	0.9999713134217322
bioscreen_pairwise_filtrates_01	1	15	5	ANC_1896	NA	ANC_0403	0.013320526231693271	0.19240263537379584	0.9999908411504664
bioscreen_pairwise_filtrates_01	2	150	5	ANC_1287	NA	EVO_1977	0.06084956175013582	0.03766292905058749	0.9999584173725601
bioscreen_pairwise_filtrates_01	2	151	1	ANC_1896	NA	EVO_1977	0.033032561626909165	0.09562388910056087	0.9999814922204049
bioscreen_pairwise_filtrates_01	2	152	2	ANC_1896	NA	EVO_1977	0.029945022563377832	0.10582626548590997	0.9999871142721498
bioscreen_pairwise_filtrates_01	2	153	3	ANC_1896	NA	EVO_1977	0.03070711860151824	0.10402033558681083	0.9999821585993062
bioscreen_pairwise_filtrates_01	2	154	4	ANC_1896	NA	EVO_1977	0.03073024373938549	0.10426022215817493	0.9999863138259976
bioscreen_pairwise_filtrates_01	2	155	5	ANC_1896	NA	EVO_1977	0.030000997433041948	0.1037421048384074	0.9999834636106457
bioscreen_pairwise_filtrates_01	2	156	1	ANC_1977	NA	EVO_1977	0.08293171435225731	0.005786817556239568	0.9987928403752837
bioscreen_pairwise_filtrates_01	2	157	2	ANC_1977	NA	EVO_1977	0.08107123977702771	0.006283935805848111	0.9984703714885472
bioscreen_pairwise_filtrates_01	2	158	3	ANC_1977	NA	EVO_1977	0.0810478761954524	0.00703457713646568	0.9984276325429361
bioscreen_pairwise_filtrates_01	2	159	4	ANC_1977	NA	EVO_1977	0.08159496547457805	0.005906376988483037	0.998473734559152
bioscreen_pairwise_filtrates_01	1	16	1	ANC_1977	NA	ANC_0403	0.005366009336280675	0.28087190899732123	0.9998584470204367
bioscreen_pairwise_filtrates_01	2	160	5	ANC_1977	NA	EVO_1977	0.08176525357077201	0.004193484240365039	0.9983699038447197
bioscreen_pairwise_filtrates_01	1	17	2	ANC_1977	NA	ANC_0403	0.00531192299106807	0.2790104643730785	0.99985654585953
bioscreen_pairwise_filtrates_01	1	18	3	ANC_1977	NA	ANC_0403	0.0051581000253310355	0.28083051229549083	0.9998548739407667
bioscreen_pairwise_filtrates_01	1	19	4	ANC_1977	NA	ANC_0403	0.005454300787739149	0.2755754787006225	0.9998639877862642
bioscreen_pairwise_filtrates_01	1	2	2	ANC_0403	NA	ANC_0403	0.08170913632101713	0.007798173095555382	0.9889236412011024
bioscreen_pairwise_filtrates_01	1	20	5	ANC_1977	NA	ANC_0403	0.0068831993490360115	0.2551614727327506	0.9998863925185314
bioscreen_pairwise_filtrates_01	1	21	1	ANC_0403	NA	EVO_0403	0.08159200172468249	0.006106001711284305	0.989479394912929
bioscreen_pairwise_filtrates_01	1	22	2	ANC_0403	NA	EVO_0403	0.0813635697540762	0.009090928545269926	0.99209836888181
bioscreen_pairwise_filtrates_01	1	23	3	ANC_0403	NA	EVO_0403	0.08082008997185068	0.010197379658059244	0.9913936563783314
bioscreen_pairwise_filtrates_01	1	24	4	ANC_0403	NA	EVO_0403	0.08059837191662408	0.010137812500893363	0.9889345139169474
bioscreen_pairwise_filtrates_01	1	25	5	ANC_0403	NA	EVO_0403	0.08080704752033059	0.008876973135814039	0.9875713172647161
bioscreen_pairwise_filtrates_01	1	26	1	ANC_1287	NA	EVO_0403	0.010615493044011905	0.3309759565686609	0.9997213881817585
bioscreen_pairwise_filtrates_01	1	27	2	ANC_1287	NA	EVO_0403	0.010382077785274927	0.3320977634819347	0.9997364779870804
bioscreen_pairwise_filtrates_01	1	28	3	ANC_1287	NA	EVO_0403	0.010881688996079043	0.3266752092496393	0.9997698559147232
bioscreen_pairwise_filtrates_01	1	29	4	ANC_1287	NA	EVO_0403	0.010249962400123807	0.33477339978003334	0.9997339627930034
bioscreen_pairwise_filtrates_01	1	3	3	ANC_0403	NA	ANC_0403	0.0811546058230853	0.00612188772276177	0.9907751208382707
bioscreen_pairwise_filtrates_01	1	30	5	ANC_1287	NA	EVO_0403	0.011019158696910348	0.3284263059700525	0.9997530952598221
bioscreen_pairwise_filtrates_01	1	31	1	ANC_1896	NA	EVO_0403	0.01244854091133172	0.20121552990870264	0.9999852110629974
bioscreen_pairwise_filtrates_01	1	32	2	ANC_1896	NA	EVO_0403	0.010807561026698834	0.2151993166114363	0.9999778556901758
bioscreen_pairwise_filtrates_01	1	33	3	ANC_1896	NA	EVO_0403	0.011607595345318375	0.20911832062013505	0.9999805854375817
bioscreen_pairwise_filtrates_01	1	34	4	ANC_1896	NA	EVO_0403	0.011135244018988195	0.21033772769854928	0.9999786308453751
bioscreen_pairwise_filtrates_01	1	35	5	ANC_1896	NA	EVO_0403	0.011481074388749684	0.21067062787148727	0.9999773783028403
bioscreen_pairwise_filtrates_01	1	36	1	ANC_1977	NA	EVO_0403	0.0043108408263490125	0.28766523391359994	0.999866874078211
bioscreen_pairwise_filtrates_01	1	37	2	ANC_1977	NA	EVO_0403	0.004754848649278288	0.2831249310283414	0.9998523440843586
bioscreen_pairwise_filtrates_01	1	38	3	ANC_1977	NA	EVO_0403	0.004269421263727211	0.287200711255542	0.9998732702608808
bioscreen_pairwise_filtrates_01	1	39	4	ANC_1977	NA	EVO_0403	0.004520032400643804	0.2850816995747409	0.9998851025069009
bioscreen_pairwise_filtrates_01	1	4	4	ANC_0403	NA	ANC_0403	0.0804107935249347	0.008947713668987537	0.9939906327886933
bioscreen_pairwise_filtrates_01	1	40	5	ANC_1977	NA	EVO_0403	0.005281972963854451	0.26753930547255134	0.9998942081999798
bioscreen_pairwise_filtrates_01	1	41	1	ANC_0403	NA	ANC_1287	0.03937545993750406	0.06853192416680545	0.9976400743188772
bioscreen_pairwise_filtrates_01	1	42	2	ANC_0403	NA	ANC_1287	0.03967683584059877	0.06629934636056724	0.9982913474413834
bioscreen_pairwise_filtrates_01	1	43	3	ANC_0403	NA	ANC_1287	0.04152485386734283	0.06340106160953611	0.9985923004026496
bioscreen_pairwise_filtrates_01	1	44	4	ANC_0403	NA	ANC_1287	0.04318121757965034	0.05981004318488293	0.9987165858535111
bioscreen_pairwise_filtrates_01	1	45	5	ANC_0403	NA	ANC_1287	0.04302215121185279	0.0593212680841712	0.9987211755828971
bioscreen_pairwise_filtrates_01	1	46	1	ANC_1287	NA	ANC_1287	0.07959526000727532	0.00984047026030963	0.9984480418442293
bioscreen_pairwise_filtrates_01	1	47	2	ANC_1287	NA	ANC_1287	0.07964425184566214	0.008467086699606186	0.9987452794907472
bioscreen_pairwise_filtrates_01	1	48	3	ANC_1287	NA	ANC_1287	0.07958296934362971	0.007418215030918882	0.9982940535593462
bioscreen_pairwise_filtrates_01	1	49	4	ANC_1287	NA	ANC_1287	0.07959837809559131	0.009724436826741322	0.9962523536276727
bioscreen_pairwise_filtrates_01	1	5	5	ANC_0403	NA	ANC_0403	0.08058240152104401	0.01002354359383003	0.9919599931613766
bioscreen_pairwise_filtrates_01	1	50	5	ANC_1287	NA	ANC_1287	0.08035066596227691	0.010722564649014832	0.99668573606626365
bioscreen_pairwise_filtrates_01	1	51	1	ANC_1896	NA	ANC_1287	0.04210215874627496	0.07954063226117436	0.9999895913027584
bioscreen_pairwise_filtrates_01	1	52	2	ANC_1896	NA	ANC_1287	0.03725795054298325	0.09042367094503174	0.9999905530036495
bioscreen_pairwise_filtrates_01	1	53	3	ANC_1896	NA	ANC_1287	0.036141380009720045	0.09417167133784939	0.9999841741445658
bioscreen_pairwise_filtrates_01	1	54	4	ANC_1896	NA	ANC_1287	0.03716338008434744	0.09145923227857546	0.9999793986290638
bioscreen_pairwise_filtrates_01	1	55	5	ANC_1896	NA	ANC_1287	0.038511321633130355	0.08891960003626222	0.9999801007517021
bioscreen_pairwise_filtrates_01	1	56	1	ANC_1977	NA	ANC_1287	0.02097441730698991	0.09336253773693731	0.9998852181590866
bioscreen_pairwise_filtrates_01	1	57	2	ANC_1977	NA	ANC_1287	0.020546688058908146	0.09404713347821685	0.9998905483421379
bioscreen_pairwise_filtrates_01	1	58	3	ANC_1977	NA	ANC_1287	0.020739915387658354	0.09476781740972363	0.999885394259649
bioscreen_pairwise_filtrates_01	1	59	4	ANC_1977	NA	ANC_1287	0.020652472788073202	0.09322783008677278	0.9998627884468778
bioscreen_pairwise_filtrates_01	1	6	1	ANC_1287	NA	ANC_0403	0.013611089607706458	0.286812337468372	0.9998456075447217
bioscreen_pairwise_filtrates_01	1	60	5	ANC_1977	NA	ANC_1287	0.02277450977044295	0.08823931269902617	0.9997409336070568
bioscreen_pairwise_filtrates_01	1	61	1	ANC_0403	NA	EVO_1287	0.004208277414990637	0.19279026878955982	0.999501522413066
bioscreen_pairwise_filtrates_01	1	62	2	ANC_0403	NA	EVO_1287	0.0049744739718093406	0.16501625292375335	0.9998329465362326
bioscreen_pairwise_filtrates_01	1	63	3	ANC_0403	NA	EVO_1287	0.002678650408833333	0.20973775829407568	0.9996448783107296
bioscreen_pairwise_filtrates_01	1	64	4	ANC_0403	NA	EVO_1287	0.0020493857788128444	0.23098466875534462	0.9994983623354419
bioscreen_pairwise_filtrates_01	1	65	5	ANC_0403	NA	EVO_1287	0.002302848330405878	0.22217753756832084	0.9995790334304662
bioscreen_pairwise_filtrates_01	1	66	1	ANC_1287	NA	EVO_1287	0.04552972830510236	0.044799830997903446	0.9999942627185773
bioscreen_pairwise_filtrates_01	1	67	2	ANC_1287	NA	EVO_1287	0.04151769292003801	0.04847227308283791	0.9999931915055967
bioscreen_pairwise_filtrates_01	1	68	3	ANC_1287	NA	EVO_1287	0.04280196902226454	0.045006315414561814	0.9999919649661941
bioscreen_pairwise_filtrates_01	1	69	4	ANC_1287	NA	EVO_1287	0.04301566299971551	0.04304123142230959	0.9999910501603716
bioscreen_pairwise_filtrates_01	1	7	2	ANC_1287	NA	ANC_0403	0.014133566848082802	0.28280810772926745	0.9998625971233565
bioscreen_pairwise_filtrates_01	1	70	5	ANC_1287	NA	EVO_1287	0.04405312795790632	0.038758876610498774	0.9999887329979934
bioscreen_pairwise_filtrates_01	1	71	1	ANC_1896	NA	EVO_1287	0.03579303433913702	0.09659907171119507	0.9999839580890908
bioscreen_pairwise_filtrates_01	1	72	2	ANC_1896	NA	EVO_1287	0.0330031212570322	0.10667158193116666	0.9999808083186
bioscreen_pairwise_filtrates_01	1	73	3	ANC_1896	NA	EVO_1287	0.03565819897026994	0.09893810087066562	0.9999844178776361
bioscreen_pairwise_filtrates_01	1	74	4	ANC_1896	NA	EVO_1287	0.03668312324677711	0.0938606330761174	0.9999864901212169
bioscreen_pairwise_filtrates_01	1	75	5	ANC_1896	NA	EVO_1287	0.03696882141940119	0.0951113360849384	0.9999891112631861
bioscreen_pairwise_filtrates_01	1	76	1	ANC_1977	NA	EVO_1287	0.010101761626755962	0.14877274928079534	0.9998389724940091
bioscreen_pairwise_filtrates_01	1	77	2	ANC_1977	NA	EVO_1287	0.01038008047254826	0.1465064089447776	0.9998354871918456
bioscreen_pairwise_filtrates_01	1	78	3	ANC_1977	NA	EVO_1287	0.01039850493819831	0.1474448116549805	0.9998294652135794
bioscreen_pairwise_filtrates_01	1	79	4	ANC_1977	NA	EVO_1287	0.01005367973607041	0.14537249415850856	0.9998361675694925
bioscreen_pairwise_filtrates_01	1	8	3	ANC_1287	NA	ANC_0403	0.013606801900776008	0.28454292004164106	0.9998650178510207
bioscreen_pairwise_filtrates_01	1	80	5	ANC_1977	NA	EVO_1287	0.011970997316511847	0.1318954163780763	0.9998693153303267
bioscreen_pairwise_filtrates_01	1	81	1	ANC_0403	NA	ANC_1896	0.02189032781771579	0.16581301270026352	0.9978268527743024
bioscreen_pairwise_filtrates_01	1	82	2	ANC_0403	NA	ANC_1896	0.02234167439546246	0.16377431718658952	0.9985418417807265
bioscreen_pairwise_filtrates_01	1	83	3	ANC_0403	NA	ANC_1896	0.022150726840936438	0.16331429172993686	0.9986583333606419
bioscreen_pairwise_filtrates_01	1	84	4	ANC_0403	NA	ANC_1896	0.023186729628088286	0.16152308079035063	0.9987749941080283
bioscreen_pairwise_filtrates_01	1	85	5	ANC_0403	NA	ANC_1896	0.023056613867499538	0.16153546727505602	0.9986926594810874
bioscreen_pairwise_filtrates_01	1	86	1	ANC_1287	NA	ANC_1896	0.026373127917103865	0.19779738315317244	0.9997596039952071
bioscreen_pairwise_filtrates_01	1	87	2	ANC_1287	NA	ANC_1896	0.025940492209416296	0.19723316839971317	0.9997645194057957
bioscreen_pairwise_filtrates_01	1	88	3	ANC_1287	NA	ANC_1896	0.026717097504687412	0.1976971255756438	0.9997011186697414
bioscreen_pairwise_filtrates_01	1	89	4	ANC_1287	NA	ANC_1896	0.02630225648681693	0.1967153618213208	0.9997019354738926
bioscreen_pairwise_filtrates_01	1	9	4	ANC_1287	NA	ANC_0403	0.013323769077291787	0.28981897058619077	0.999830391433793
bioscreen_pairwise_filtrates_01	1	90	5	ANC_1287	NA	ANC_1896	0.027231373393378788	0.19185289473806702	0.9996937297749148
bioscreen_pairwise_filtrates_01	1	91	1	ANC_1896	NA	ANC_1896	0.08041721357410372	0.009888444616026398	0.9882991164000986
bioscreen_pairwise_filtrates_01	1	92	2	ANC_1896	NA	ANC_1896	0.08130700688329524	0.0068483618490517185	0.9888537809120177
bioscreen_pairwise_filtrates_01	1	93	3	ANC_1896	NA	ANC_1896	0.08141510306623033	0.004169480532855752	0.9755410437484562
bioscreen_pairwise_filtrates_01	1	94	4	ANC_1896	NA	ANC_1896	0.08141006997122485	0.004124037370506821	0.9705379578586224
bioscreen_pairwise_filtrates_01	1	95	5	ANC_1896	NA	ANC_1896	0.08179406197442633	0.004819642046403693	0.9858439955942156
bioscreen_pairwise_filtrates_01	1	96	1	ANC_1977	NA	ANC_1896	0.018057395085375058	0.2001087028226871	0.9997515147405717
bioscreen_pairwise_filtrates_01	1	97	2	ANC_1977	NA	ANC_1896	0.016200730329012113	0.20639834605747365	0.9996932195790956
bioscreen_pairwise_filtrates_01	1	98	3	ANC_1977	NA	ANC_1896	0.015512220339400496	0.2107142645051778	0.9996578460452568
bioscreen_pairwise_filtrates_01	1	99	4	ANC_1977	NA	ANC_1896	0.016300190560118215	0.20459968789389352	0.9996953867140037
bioscreen_pairwise_filtrates_02	1	1	1	EVO_0403	NA	ANC_0403	0.08159129179021175	0.006134872371619061	0.9915208520902423
bioscreen_pairwise_filtrates_02	1	10	5	EVO_1287	NA	ANC_0403	0.013904229251134352	0.17897958423113425	0.9999076288420583
bioscreen_pairwise_filtrates_02	1	100	5	EVO_1977	NA	ANC_1896	0.008919268124289061	0.1799142880027604	0.9998957668052423
bioscreen_pairwise_filtrates_02	2	101	1	EVO_0403	NA	EVO_1896	0.02216567654127887	0.15425324796594472	0.9989283706052928
bioscreen_pairwise_filtrates_02	2	102	2	EVO_0403	NA	EVO_1896	0.020068893436708847	0.1622952719680554	0.9991816716803502
bioscreen_pairwise_filtrates_02	2	103	3	EVO_0403	NA	EVO_1896	0.020796142729734818	0.15653832969276496	0.9993594615482562
bioscreen_pairwise_filtrates_02	2	104	4	EVO_0403	NA	EVO_1896	0.021357638745138522	0.15607297385319124	0.9993790220600024
bioscreen_pairwise_filtrates_02	2	105	5	EVO_0403	NA	EVO_1896	0.021115875808746607	0.15675760721362295	0.999416353074129
bioscreen_pairwise_filtrates_02	2	106	1	EVO_1287	NA	EVO_1896	0.056913447287780194	0.03901683500742396	0.999965338611068
bioscreen_pairwise_filtrates_02	2	107	2	EVO_1287	NA	EVO_1896	0.056389274821745015	0.03948152170043635	0.9999590909610506
bioscreen_pairwise_filtrates_02	2	108	3	EVO_1287	NA	EVO_1896	0.05529298290407228	0.04106632699187034	0.9999454418116234
bioscreen_pairwise_filtrates_02	2	109	4	EVO_1287	NA	EVO_1896	0.05628411004580694	0.0409561453394561	0.9999389542128898
bioscreen_pairwise_filtrates_02	1	11	1	EVO_1896	NA	ANC_0403	0.015547589024821236	0.1441014482010051	0.9999919989206689
bioscreen_pairwise_filtrates_02	2	110	5	EVO_1287	NA	EVO_1896	0.0555543348516372	0.04033620070554803	0.999942809287085
bioscreen_pairwise_filtrates_02	2	111	1	EVO_1896	NA	EVO_1896	0.07874967547279095	0.015923158163791504	0.9975386593645569
bioscreen_pairwise_filtrates_02	2	112	2	EVO_1896	NA	EVO_1896	0.07992265830344751	0.031009983094108018	0.9863322366641497
bioscreen_pairwise_filtrates_02	2	113	3	EVO_1896	NA	EVO_1896	0.07918324088219007	0.014879616256233066	0.9979420750545502
bioscreen_pairwise_filtrates_02	2	114	4	EVO_1896	NA	EVO_1896	0.07817573262310973	0.01604415359897047	0.9970909035806098
bioscreen_pairwise_filtrates_02	2	115	5	EVO_1896	NA	EVO_1896	0.07817828875897671	0.016160318358919616	0.9971449393968784
bioscreen_pairwise_filtrates_02	2	116	1	EVO_1977	NA	EVO_1896	0.008443391907283045	0.20307877745257089	0.9996005138178353
